ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
James_Monroe	Where was James Monroe shot?	The Battle of Trenton	medium	medium	S08_set3_a2
James_Monroe	Who did James Monroe marry?	Elizabeth Kortright	medium	medium	S08_set3_a2
James_Monroe	Who did James Monroe marry?	Elizabeth Kortright	medium	medium	S08_set3_a2
James_Monroe	What did James Monroe do before being elected governor?	He practiced law in Virginia.	hard	medium	S08_set3_a2
James_Monroe	What did James Monroe do before being elected governor?	He practiced law	hard	hard	S08_set3_a2
James_Monroe	In which years were John Monroe elected as President?	1817-1825	hard	medium	S08_set3_a2
James_Monroe	In which years were John Monroe elected as President?	1817-1825	hard	medium	S08_set3_a2
James_Monroe	Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?	George Washington	hard	medium	S08_set3_a2
James_Monroe	Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?	George Washington	hard	medium	S08_set3_a2
James_Monroe	When was James Monroe appointed to Secretary of War?	1814	easy	medium	S08_set3_a2
James_Monroe	When was James Monroe appointed to Secretary of War?	NULL	easy	NULL	S08_set3_a2
James_Monroe	When did James Monroe die?	July 4, 1831	easy	medium	S08_set3_a2
James_Monroe	When did James Monroe die?	NULL	easy	NULL	S08_set3_a2
James_Monroe	When did James Monroe graduate from William and Mary?	1776	easy	medium	S08_set3_a2
James_Monroe	When did James Monroe graduate from William and Mary?	NULL	easy	NULL	S08_set3_a2
James_Monroe	When was James Monroe elected president?	Monroe was elected president in the election of 1816, and re-elected in 1820.	medium	medium	S08_set3_a2
James_Monroe	When was James Monroe elected president?	NULL	medium	NULL	S08_set3_a2
James_Monroe	Which property did James Monroe sell in 1817?	Monroe Hill on the grounds of the University of Virginia.	medium	hard	S08_set3_a2
James_Monroe	Which property did James Monroe sell in 1817?	NULL	medium	NULL	S08_set3_a2
James_Monroe	When did James Monroe introduce the Monroe Doctrine?	December 2, 1823	medium	medium	S08_set3_a2
James_Monroe	When did James Monroe introduce the Monroe Doctrine?	NULL	medium	NULL	S08_set3_a2
James_Monroe	Who did James Monroe live with in New York City?	His daughter Maria Hester Monroe Gouverneur	hard	medium	S08_set3_a2
James_Monroe	Who did James Monroe live with in New York City?	NULL	hard	NULL	S08_set3_a2
James_Monroe	What did James Monroe's letters not contain?	No letters survive in which he might have discussed his religious beliefs.	hard	hard	S08_set3_a2
James_Monroe	What did James Monroe's letters not contain?	NULL	hard	NULL	S08_set3_a2
James_Monroe	What was the result of the rejection of the Jay Treaty?	As a result, the two nations moved closer toward the War of 1812. 	hard	hard	S08_set3_a2
James_Monroe	What was the result of the rejection of the Jay Treaty?	NULL	hard	NULL	S08_set3_a2
James_Monroe	Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?	Monroe	NULL	medium	S08_set3_a2
James_Monroe	What dwindled and eventually died out, starting with the Hartford Convention?	The Federalist Party	NULL	easy	S08_set3_a2
James_Monroe	Is it true that he practiced law in fredericksburg?	yes	NULL	easy	S08_set3_a2
James_Monroe	What did James Monroe make in 1817?	two long tours	NULL	hard	S08_set3_a2
James_Monroe	Was Monroe anticlerical?	no	NULL	easy	S08_set3_a2
James_Monroe	Was Monroe appointed Minister to France from 1794 to 1796?	yes	NULL	easy	S08_set3_a2
James_Monroe	What expired on March?	Monroe's presidency	NULL	medium	S08_set3_a2
James_Monroe	Had Monroe racked up many debts during his years of public life ?	yes	NULL	easy	S08_set3_a2
James_Monroe	Who dismantled partisan and sectional coalitions ?	many congressmen	NULL	medium	S08_set3_a2
James_Monroe	Had Monroe racked up many debts during his years of public life ?	yes	NULL	easy	S08_set3_a2
James_Monroe	What happened in 1811?	Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia	NULL	easy	S08_set3_a2
James_Monroe	What happened in the election of 1816?	Monroe was elected president	NULL	easy	S08_set3_a2
James_Watt	Who died in childbirth in 1772?	Margaret Miller	NULL	medium	S08_set4_a2
James_Watt	Who died in 1832?	Margaret Miller.	NULL	medium	S08_set4_a2
James_Watt	Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?	Yes.	NULL	easy	S08_set4_a2
James_Watt	Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?	Yes.	NULL	easy	S08_set4_a2
James_Watt	Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?	Yes.	NULL	easy	S08_set4_a2
James_Watt	Four years after opening his shop , Watt began what?	Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.	NULL	medium	S08_set4_a2
James_Watt	Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?	Yes.	NULL	easy	S08_set4_a2
John_Adams	Did John Adams represent the Continental Congress in Europe?	Yes.	easy	easy	S08_set3_a1
John_Adams	Did John Adams represent the Continental Congress in Europe?	yes	easy	easy	S08_set3_a1
John_Adams	Was Adams raised Congregationalist?	Yes.	easy	easy	S08_set3_a1
John_Adams	Was Adams raised Congregationalist?	yes	easy	easy	S08_set3_a1
John_Adams	Was Adams an opponent of the Stamp Act?	Yes.	easy	easy	S08_set3_a1
John_Adams	Was Adams an opponent of the Stamp Act?	yes	easy	easy	S08_set3_a1
John_Adams	When did Adams graduate from college?	1755.	medium	medium	S08_set3_a1
John_Adams	When did Adams graduate from college?	1755	medium	medium	S08_set3_a1
John_Adams	Who was on the committee with Adams to draft  a Declaration of Independence?	Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman.	medium	medium	S08_set3_a1
John_Adams	Who was on the committee with Adams to draft  a Declaration of Independence?	Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman	medium	medium	S08_set3_a1
John_Adams	What did Jefferson call John Adams?	The "Colossus of Independence".	medium	hard	S08_set3_a1
John_Adams	What did Jefferson call John Adams?	Colossus of Independence	medium	medium	S08_set3_a1
John_Adams	What was Adams' political party?	The Federalist Party.	hard	hard	S08_set3_a1
John_Adams	What was Adams' political party?	Federalist	hard	hard	S08_set3_a1
John_Adams	Was Adams the first to introduce a bicameral legislature?	Yes.	hard	hard	S08_set3_a1
John_Adams	Was Adams the first to introduce a bicameral legislature?	yes	hard	too hard	S08_set3_a1
John_Adams	Did John Adams get along with Alexander Hamilton?	No.	hard	hard	S08_set3_a1
John_Adams	Did John Adams get along with Alexander Hamilton?	no	hard	too hard	S08_set3_a1
John_Adams	Did John Adams go to Harvard? 	yes	easy	medium	S08_set3_a1
John_Adams	Did John Adams go to Harvard? 	Yes	easy	easy	S08_set3_a1
John_Adams	Did John Adams support the Stamp Act of 1765?	No	easy	hard	S08_set3_a1
John_Adams	Did John Adams support the Stamp Act of 1765?	No	easy	easy	S08_set3_a1
John_Adams	Is Adams' birthplace part of a national park?	yes	easy	easy	S08_set3_a1
John_Adams	Is Adams' birthplace part of a national park?	Yes	easy	easy	S08_set3_a1
John_Adams	When did John Adams serve as Vice President?	1789-1797	medium	easy	S08_set3_a1
John_Adams	When did John Adams serve as Vice President?	1789-1797	medium	medium	S08_set3_a1
John_Adams	With what party did Adams run for presidency?	The Federalist Party	medium	medium	S08_set3_a1
John_Adams	With what party did Adams run for presidency?	The Federalist Party	medium	medium	S08_set3_a1
John_Adams	Where is Adams buried?	United First Parish Church	medium	medium	S08_set3_a1
John_Adams	Where is Adams buried?	United First Parish Church	medium	medium	S08_set3_a1
John_Adams	Who were the midnight judges?	They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired	hard	hard	S08_set3_a1
John_Adams	Who were the midnight judges?	They were judges formally appointed days before Adams term expired	hard	hard	S08_set3_a1
John_Adams	In what ways was Adams opposed by Anderw Hamilton?	Hamilton wanted to control the army differently than Adams	hard	hard	S08_set3_a1
John_Adams	What information did he record in his diary?	Descriptions of events and ompressions of men	hard	hard	S08_set3_a1
John_Adams	What information did he record in his diary?	He wrote descriptions of events and impressions of men	hard	medium	S08_set3_a1
John_Adams	Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?	John Adams	NULL	medium	S08_set3_a1
John_Adams	Who represented the Continental Congress in Europe?	John Adams	NULL	medium	S08_set3_a1
John_Adams	What is now part of Adams National Historical Park?	John Adams' birthplace	NULL	medium	S08_set3_a1
John_Adams	Is it true that adams had spent some time as the ambassador?	yes	NULL	easy	S08_set3_a1
John_Adams	Is it true that massachuS08_setts sent him in 1774?	yes	NULL	easy	S08_set3_a1
John_Adams	Who did MassachuS08_setts send in 1774?	John Adams	NULL	hard	S08_set3_a1
John_Adams	Are his last words often quoted as " Thomas Jefferson survives " . ?	yes	NULL	easy	S08_set3_a1
John_Adams	The John Adams Library , housed at the Boston Public Library , contains what?	Adams's personal collection of more than 3,500 volumes	NULL	medium	S08_set3_a1
John_Adams	Adams ' opponents were what?	Democratic Republicans	NULL	hard	S08_set3_a1
John_Adams	Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?	No.	NULL	easy	S08_set3_a1
John_Adams	What happened in 1764?	Adams married Abigail Smith	NULL	medium	S08_set3_a1
kangaroo	Is a kangaroo a reptile?	no	easy	easy	S08_set1_a1
kangaroo	Is a kangaroo a reptile?	No	easy	easy	S08_set1_a1
kangaroo	Is a kangaroo on the Australian coat of arms?	yes	easy	easy	S08_set1_a1
kangaroo	Is a kangaroo on the Australian coat of arms?	Yes	easy	medium	S08_set1_a1
kangaroo	Was James Cook the first to record the name "Kangooroo?"	yes	easy	medium	S08_set1_a1
kangaroo	Was James Cook the first to record the name "Kangooroo?"	Yes	easy	medium	S08_set1_a1
kangaroo	What is a collective noun for kangaroos?	mob, troop, or court	medium	medium	S08_set1_a1
kangaroo	What is a collective noun for kangaroos?	Mob, troop, or court	medium	medium	S08_set1_a1
kangaroo	Where do joeys complete postnatal development?	marsupium	medium	medium	S08_set1_a1
kangaroo	Where do joeys complete postnatal development?	A pouch called a marsupium	medium	medium	S08_set1_a1
kangaroo	What do kangaroos use for "crawl-walking?"	its hind feet	hard	medium	S08_set1_a1
kangaroo	What do kangaroos use for "crawl-walking?"	Their hind feet and their tails	hard	hard	S08_set1_a1
kangaroo	Why do kangaroos have a wide bite?	The two sides of the lower jaw are not joined together and the lower incisors are farther apart.	hard	hard	S08_set1_a1
kangaroo	Why do kangaroos have a wide bite?	Because of grazing	hard	hard	S08_set1_a1
kangaroo	What is responsible for converting the hydrogen byproduct of fermentation into acetate?	bacteria	hard	hard	S08_set1_a1
kangaroo	What is responsible for converting the hydrogen byproduct of fermentation into acetate?	The digestive system of a kangaroo	hard	too hard	S08_set1_a1
kangaroo	Are wild kangaroos shot for meat?	yes	easy	easy	S08_set1_a1
kangaroo	Are wild kangaroos shot for meat?	Yes	easy	easy	S08_set1_a1
kangaroo	Have kangaroos fared well since European S08_settlement?	yes	easy	easy	S08_set1_a1
kangaroo	Have kangaroos fared well since European S08_settlement?	Yes	easy	easy	S08_set1_a1
kangaroo	Do kangaroos have many natural predators?	no	easy	easy	S08_set1_a1
kangaroo	Do kangaroos have many natural predators?	No	easy	easy	S08_set1_a1
kangaroo	What is the average life expectancy of a kangaroo?	4.6 years	medium	medium	S08_set1_a1
kangaroo	What is the average life expectancy of a kangaroo?	about 4.6 years	medium	medium	S08_set1_a1
kangaroo	When did the first official report of kangaroo blindness take place?	1994	medium	medium	S08_set1_a1
kangaroo	When did the first official report of kangaroo blindness take place?	1994	medium	medium	S08_set1_a1
kangaroo	What are vehicles that frequent isolated roads often fitted with?	roo bars	medium	medium	S08_set1_a1
kangaroo	What are vehicles that frequent isolated roads often fitted with?	"roo bars"	medium	medium	S08_set1_a1
kangaroo	Do kangaroos eat plants?	yes	hard	hard	S08_set1_a1
kangaroo	Do kangaroos eat plants?	Yes	hard	too hard	S08_set1_a1
kangaroo	What are some extinct predators of the kangaroo?	Thylacine, Marsupial Lion, Maagalania, and Wonambi	hard	hard	S08_set1_a1
kangaroo	What are some extinct predators of the kangaroo?	The Thylacine	hard	hard	S08_set1_a1
kangaroo	Is a Kangaroo a Marsupial?	NULL	easy	NULL	S08_set1_a1
kangaroo	Is a Kangaroo a Marsupial?	Yes	easy	easy	S08_set1_a1
kangaroo	Is the kangaroo an herbivour?	NULL	easy	NULL	S08_set1_a1
kangaroo	Is the kangaroo an herbivour?	Yes	easy	medium	S08_set1_a1
kangaroo	Are Kangaroos Shy?	NULL	easy	NULL	S08_set1_a1
kangaroo	Are Kangaroos Shy?	Yes	easy	easy	S08_set1_a1
kangaroo	What method of locomotion do Kangaroos Use?	NULL	medium	NULL	S08_set1_a1
kangaroo	What method of locomotion do Kangaroos Use?	hopping	medium	medium	S08_set1_a1
kangaroo	What is the average life expectancy of a kangaroo?	NULL	medium	NULL	S08_set1_a1
kangaroo	What is the average life expectancy of a kangaroo?	4 to 6 years	medium	hard	S08_set1_a1
kangaroo	What is a collective noun for a kangaroo?	NULL	medium	NULL	S08_set1_a1
kangaroo	What is a collective noun for a kangaroo?	a mob, troop, or court	medium	medium	S08_set1_a1
kangaroo	What is a roo?	NULL	hard	NULL	S08_set1_a1
kangaroo	What is a roo?	a kangaroo	hard	medium	S08_set1_a1
kangaroo	What is used to protect a vehicale from a Kangaroo?	NULL	hard	NULL	S08_set1_a1
kangaroo	What is used to protect a vehicale from a Kangaroo?	roo bars	hard	hard	S08_set1_a1
kangaroo	What method is used by Kangaroos to travel?	NULL	hard	NULL	S08_set1_a1
kangaroo	What method is used by Kangaroos to travel?	hopping	hard	medium	S08_set1_a1
kangaroo	Who asked a nearby local what the creatures were called?	Captain James Cook and naturalist Sir Joseph Banks	NULL	hard	S08_set1_a1
kangaroo	What are four species that are commonly referred to as kangaroos?	The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo	NULL	too hard	S08_set1_a1
kangaroo	Are kangaroos and wallabies adept swimmers?	yes	NULL	easy	S08_set1_a1
kangaroo	Are kangaroos farmed to any extent?	No.	NULL	easy	S08_set1_a1
kangaroo	Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?	Veterinarians	NULL	medium	S08_set1_a1
kangaroo	Different species of kangaroos eat what?	different diets	NULL	medium	S08_set1_a1
kangaroo	Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?	yes	NULL	easy	S08_set1_a1
kangaroo	Is a collision with a vehicle capable of killing a kangaroo ?	yes	NULL	easy	S08_set1_a1
kangaroo	Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?	yes	NULL	easy	S08_set1_a1
kangaroo	Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?	yes	NULL	easy	S08_set1_a1
kangaroo	Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?	yes	NULL	easy	S08_set1_a1
kangaroo	What kinds of changes have larger kangaroos adapted much better to?	Changes wrought to the Australian landscape by humans.	NULL	medium	S08_set1_a1
kangaroo	Have larger kangaroos adapted much better to changes?	yes	NULL	easy	S08_set1_a1
leopard	Is the leopard smaller than the other members of Panthera?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard smaller than the other members of Panthera?	Yes	easy	easy	S08_set1_a2
leopard	Is a leopard larger and less lanky than a cheetah?	yes	easy	easy	S08_set1_a2
leopard	Is a leopard larger and less lanky than a cheetah?	Yes	easy	easy	S08_set1_a2
leopard	Are large pythons potential prey for leopards?	yes	easy	easy	S08_set1_a2
leopard	Are large pythons potential prey for leopards?	Yes	easy	easy	S08_set1_a2
leopard	What may a leopard be mistaken for?	A cheetah or a jaguar	medium	medium	S08_set1_a2
leopard	What may a leopard be mistaken for?	A cheetah or a jaguar	medium	medium	S08_set1_a2
leopard	What is a hybrid animal resulting from a union between a leopard and a puma?	a pumapard	medium	medium	S08_set1_a2
leopard	What is a hybrid animal resulting from a union between a leopard and a puma?	A pumapard	medium	medium	S08_set1_a2
leopard	Where do leopards often hide their kills?	in dense vegetation	medium	medium	S08_set1_a2
leopard	Where do leopards often hide their kills?	in dense vegetation or in trees	medium	medium	S08_set1_a2
leopard	How did early naturalists distinguish between leopards and panthers?	by the length of their tails	hard	hard	S08_set1_a2
leopard	How did early naturalists distinguish between leopards and panthers?	By the length of the tail, panthers having longer tails than leopards	hard	hard	S08_set1_a2
leopard	What are dark leopards known as colloquially?	Black Panthers	hard	hard	S08_set1_a2
leopard	What are dark leopards known as colloquially?	black panthers	hard	too hard	S08_set1_a2
leopard	What shape are a leopard's black roS08_settes in East Africa?	circular	hard	hard	S08_set1_a2
leopard	What shape are a leopard's black roS08_settes in East Africa?	circular	hard	hard	S08_set1_a2
leopard	Is the leopard an Old World mammal?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard an Old World mammal?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard an Old World mammal?	.	easy	too easy	S08_set1_a2
leopard	Is the leopard of the Felidae family?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard of the Felidae family?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard of the Felidae family?	NULL	easy	NULL	S08_set1_a2
leopard	Is the leopard one of the four 'big cats'?	yes	easy	easy	S08_set1_a2
leopard	Is the leopard one of the four 'big cats'?	yes	easy	medium	S08_set1_a2
leopard	Is the leopard one of the four 'big cats'?	NULL	easy	NULL	S08_set1_a2
leopard	Where is the leopard distributed?	southern Eurasia and Africa	medium	medium	S08_set1_a2
leopard	Where is the leopard distributed?	southern Eurasia and Africa, from Korea to South Africa and Spain	medium	medium	S08_set1_a2
leopard	Where is the leopard distributed?	NULL	medium	NULL	S08_set1_a2
leopard	How long is a leopard's tail?	60 to 110cm	medium	medium	S08_set1_a2
leopard	How long is a leopard's tail?	60-110cm	medium	medium	S08_set1_a2
leopard	How long is a leopard's tail?	NULL	medium	NULL	S08_set1_a2
leopard	How much does a leopard weigh?	Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. 	medium	medium	S08_set1_a2
leopard	How much does a leopard weigh?	(because of ambiguity) - 28-90kg 	medium	too hard	S08_set1_a2
leopard	How much does a leopard weigh?	NULL	medium	NULL	S08_set1_a2
leopard	Does a male leopard weigh more than a female leopard?	yes	hard	medium	S08_set1_a2
leopard	Does a male leopard weigh more than a female leopard?	yes	hard	hard	S08_set1_a2
leopard	Does a male leopard weigh more than a female leopard?	NULL	hard	NULL	S08_set1_a2
leopard	What is the difference between leopards and cheetahs?	The leopard has roS08_settes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.	hard	hard	S08_set1_a2
leopard	What is the difference between leopards and cheetahs?	The leopard has roS08_settes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar.	hard	hard	S08_set1_a2
leopard	What is the difference between leopards and cheetahs?	NULL	hard	NULL	S08_set1_a2
leopard	How does the distribution size of the leopard compare to the distribution of other wild cats?	As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.	hard	hard	S08_set1_a2
leopard	How does the distribution size of the leopard compare to the distribution of other wild cats?	the leopard had the largest distribution of any wild cat.	hard	hard	S08_set1_a2
leopard	How does the distribution size of the leopard compare to the distribution of other wild cats?	NULL	hard	NULL	S08_set1_a2
leopard	What resembles that of the similarly-sized cougar in the Americas?	The leopard's ecological role	NULL	medium	S08_set1_a2
leopard	What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?	Felis pardus	NULL	medium	S08_set1_a2
leopard	What sort of cats are solitary?	Leopards	NULL	hard	S08_set1_a2
leopard	Are leopards circular?	No	NULL	easy	S08_set1_a2
leopard	Is the leopard solitary?	Yes	NULL	easy	S08_set1_a2
leopard	What centred in Sierra?	The leopard men	NULL	medium	S08_set1_a2
leopard	Felis pardus was what?	One of the many species described in Linnaeus's 18th-century work, Systema Naturae	NULL	medium	S08_set1_a2
leopard	Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?	Yes	NULL	easy	S08_set1_a2
leopard	Were the Leopard men a West African secret society who practised cannibalism ?	Yes	NULL	easy	S08_set1_a2
leopard	Was the leopard tank a German designed tank which entered service in 1965 ?	Yes	NULL	easy	S08_set1_a2
leopard	Is the black color heritable and caused by only one recessive gene locus ?	Yes	NULL	easy	S08_set1_a2
leopard	Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?	Yes	NULL	easy	S08_set1_a2
leopard	Can a panther be any of several species of large felid?	Yes	NULL	easy	S08_set1_a2
leopard	Is the leopard an agile and graceful predator?	Yes	NULL	easy	S08_set1_a2
